"Category","NewPath","SourceFile","Notes"
"architecture","public/images/architecture/architecture-lodge-exterior-09.jpg","PHOTOS DETAIL CHALET\Ute bilder\Bjorkasen hunting lodge in Gala-016.jpg","Professional exterior photography, large file/high-res"
"architecture","public/images/architecture/architecture-lodge-exterior-10.jpg","PHOTOS DETAIL CHALET\Ute bilder\Bjorkasen hunting lodge in Gala-061.jpg","Professional exterior photography, large file/high-res"
"architecture","public/images/architecture/architecture-lodge-exterior-11.jpg","PHOTOS DETAIL CHALET\Ute bilder\Bjorkasen hunting lodge in Gala-065.jpg","Professional exterior photography, large file/high-res"
"architecture","public/images/architecture/architecture-lodge-exterior-12.jpg","PHOTOS DETAIL CHALET\Ute bilder\Bjorkasen hunting lodge in Gala-118.jpg","Professional exterior photography"
"architecture","public/images/architecture/architecture-lodge-exterior-13.jpg","PHOTOS DETAIL CHALET\Ute bilder\Bjorkasen hunting lodge in Gala-188.jpg","Professional exterior photography"
"architecture","public/images/architecture/architecture-lodge-exterior-14.jpg","PHOTOS DETAIL CHALET\Ute bilder\Bjorkasen hunting lodge in Gala-190.jpg","Professional exterior photography"
"architecture","public/images/architecture/architecture-lodge-exterior-15.jpg","PHOTOS DETAIL CHALET\Ute bilder\IMG_0556.JPG","Exterior snapshot, low-res"
"architecture","public/images/architecture/architecture-bathhouse-02.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-042.jpg","Bathhouse, stone & glass, professional"
"architecture","public/images/architecture/architecture-bathhouse-03.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-045.jpg","Bathhouse, stone & glass, professional"
"architecture","public/images/architecture/architecture-bathhouse-04.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-046.jpg","Bathhouse, stone & glass, professional"
"architecture","public/images/architecture/architecture-bathhouse-05.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-052.jpg","Bathhouse, stone & glass, professional"
"architecture","public/images/architecture/architecture-bathhouse-06.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-053.jpg","Bathhouse, stone & glass, professional"
"architecture","public/images/architecture/architecture-bathhouse-07.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-054.jpg","Bathhouse, stone & glass, professional"
"architecture","public/images/architecture/architecture-bathhouse-08.jpg","PHOTOS DETAIL CHALET\Badehuset\Bjorkasen hunting lodge in Gala-055.jpg","Bathhouse, stone & glass, professional"
"interiors","public/images/interiors/interiors-livingroom-01.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkaasen-050.JPG","Living room"
"interiors","public/images/interiors/interiors-livingroom-02.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkaasen-052.JPG","Living room"
"interiors","public/images/interiors/interiors-livingroom-03.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkaasen-055.JPG","Living room"
"interiors","public/images/interiors/interiors-livingroom-04.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-001.jpg","Log-wall corridor with hallway arches - atmospheric, strong texture"
"interiors","public/images/interiors/interiors-livingroom-05.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-024.jpg","Living room, professional"
"interiors","public/images/interiors/interiors-livingroom-06.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-028.jpg","Living room, professional, largest file (12.99MB)"
"interiors","public/images/interiors/interiors-livingroom-07.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-036.jpg","Living room, professional"
"interiors","public/images/interiors/interiors-livingroom-08.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-037.jpg","Living room, professional"
"interiors","public/images/interiors/interiors-livingroom-09.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-040.jpg","Living room, professional"
"interiors","public/images/interiors/interiors-livingroom-10.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-121.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-11.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-132.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-12.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-133.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-13.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-134.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-14.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-135.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-15.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-137.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-16.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-142.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-17.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-143.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-18.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-150.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-19.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-182.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-20.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-254.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-21.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-257.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-22.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-258.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-23.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-259.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-24.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-260.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-25.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-263.jpg","Living room detail"
"interiors","public/images/interiors/interiors-livingroom-26.jpg","PHOTOS DETAIL CHALET\Oppholdsrom bilder\Bjorkasen hunting lodge in Gala-265.jpg","Living room detail"
"interiors","public/images/interiors/interiors-bedroom-01.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkaasen-046.JPG","Antique hand-painted daybed with sheepskin throw, corner nook. CORRECTED 2026-08-06: previously mislabeled as the mounted-deer-head shot by folder-order assumption (see interiors-bedroom-02.jpg for that image)."
"interiors","public/images/interiors/interiors-bedroom-02.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-108.jpg","Bedroom, mounted deer head above bed - signature hunting-lodge detail. This is the correct file for that description (see correction note on interiors-bedroom-01.jpg)."
"interiors","public/images/interiors/interiors-bedroom-03.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-109.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-04.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-111.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-05.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-145.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-06.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-147.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-07.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-151.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-08.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-154.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-09.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-155.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-10.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-157.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-11.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-159.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-12.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-163.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-13.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-164.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-14.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-165.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-15.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-169.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-16.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-170.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-17.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-174.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-18.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-241.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-19.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-242.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-bedroom-20.jpg","PHOTOS DETAIL CHALET\Soverom bilder\Bjorkasen hunting lodge in Gala-244.jpg","Bedroom, professional"
"interiors","public/images/interiors/interiors-caretaker-cottage-01.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-070.jpg","Caretaker's cottage kitchen - rustic, lived-in counterpoint to the main lodge"
"interiors","public/images/interiors/interiors-caretaker-cottage-02.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-074.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-03.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-075.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-04.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-076.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-05.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-077.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-06.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-080.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-07.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-081.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-08.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-082.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-09.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-085.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-10.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-088.jpg","Caretaker's cottage"
"interiors","public/images/interiors/interiors-caretaker-cottage-11.jpg","PHOTOS DETAIL CHALET\Vaktmester hytta\Bjorkasen hunting lodge in Gala-223.jpg","Caretaker's cottage"
"story","public/images/story/story-detail-01.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-003.JPG","Decor detail, kitchen lighting/objects"
"story","public/images/story/story-detail-02.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-004.JPG","Decor detail"
"story","public/images/story/story-detail-03.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-007.JPG","Decor detail"
"story","public/images/story/story-detail-04.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-009.JPG","Decor detail"
"story","public/images/story/story-detail-05.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-011.JPG","Decor detail"
"story","public/images/story/story-detail-06.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-017.JPG","Decor detail"
"story","public/images/story/story-detail-07.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-018.JPG","Decor detail"
"story","public/images/story/story-detail-08.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-023.JPG","Decor detail"
"story","public/images/story/story-detail-09.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-027.JPG","Decor detail"
"story","public/images/story/story-detail-10.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-028.JPG","Decor detail"
"story","public/images/story/story-detail-11.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-029.JPG","Decor detail"
"story","public/images/story/story-detail-12.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-030.JPG","Decor detail"
"story","public/images/story/story-detail-13.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-036.JPG","Decor detail"
"story","public/images/story/story-detail-14.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-043.JPG","Decor detail"
"story","public/images/story/story-detail-15.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-048.JPG","Decor detail"
"story","public/images/story/story-detail-16.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-057.JPG","Decor detail"
"story","public/images/story/story-detail-17.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-062.JPG","Decor detail"
"story","public/images/story/story-detail-18.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-085.JPG","Decor detail"
"story","public/images/story/story-detail-19.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-094.JPG","Decor detail"
"story","public/images/story/story-detail-20.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-097.JPG","Decor detail"
"story","public/images/story/story-detail-21.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\Bjorkaasen-098.JPG","Decor detail"
"story","public/images/story/story-detail-22.jpg","PHOTOS DETAIL CHALET\Déco dans le chalet\IMG_0624[4000].JPG","Decor detail, lower-res snapshot"
"story","public/images/story/story-roses-on-ice.jpg","PHOTOS DETAIL CHALET\Ute bilder\Mirabeau Roses on icy shelf.jpg","Romantic still-life detail, roses on an icy stone shelf"
"story","public/images/story/story-boules-game.jpg","PHOTOS DETAIL CHALET\Ute bilder\Boule 1.jpg","Outdoor pétanque/boules set, summer-life detail"
"lifestyle","public/images/lifestyle/lifestyle-family-01.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\50ae952c-e7e1-4e01-a017-9772a9201de6.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-02.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\71ed176c-c618-43f1-950c-2e32f84cdfe8.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-03.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\bb59a1be-4edc-4428-9d2e-7ca161371ea3.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-04.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\cfe4dc6c-fa5f-4ccf-a75d-24a87815daf9.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-05-kitchen-detail.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0124.JPG","Kitchen ceiling/pendant-light detail shot, warm candid mood"
"lifestyle","public/images/lifestyle/lifestyle-family-06.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0131.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-07.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0248.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-08.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0250.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-09.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0506.JPG","Family candid, low-res"
"lifestyle","public/images/lifestyle/lifestyle-family-10.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0706.JPG","Family candid, low-res"
"lifestyle","public/images/lifestyle/lifestyle-family-11.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_0719.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-12.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_1500.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-13.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_1504.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-14.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_1611.JPG","Family candid, low-res"
"lifestyle","public/images/lifestyle/lifestyle-family-15.png","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_2281.PNG","Family candid, PNG screenshot-quality"
"lifestyle","public/images/lifestyle/lifestyle-family-16.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_2330.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-17.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_2603.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-18.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_2610.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-19.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_2621.JPG","Family candid"
"lifestyle","public/images/lifestyle/lifestyle-family-20.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_3749.JPG","Family candid, low-res"
"lifestyle","public/images/lifestyle/lifestyle-family-21.jpg","PHOTOS DETAIL CHALET\Famille dans le chalet\IMG_3942.JPG","Family candid, very low-res"
"lifestyle","public/images/lifestyle/lifestyle-rush-01.jpg","RUSH MISUSAETER\0E644BEE-63EC-4BB7-9F7D-234EF1C74BA7_1_105_c.jpeg","Candid - cabin breakfast/charcuterie, warm interior mood"
"lifestyle","public/images/lifestyle/lifestyle-rush-02.jpg","RUSH MISUSAETER\22C01318-51C3-4A91-9C35-95AF0F104D89_1_105_c.jpeg","Candid, ski-touring trip"
"lifestyle","public/images/lifestyle/lifestyle-rush-03.jpg","RUSH MISUSAETER\2EB32CC7-A682-41D6-B75A-E31E3BF88FDD_1_105_c.jpeg","Candid, ski-touring trip"
"lifestyle","public/images/lifestyle/lifestyle-rush-04.jpg","RUSH MISUSAETER\4DC0FB1E-E570-4422-9D4E-0C5A63C9B491_1_105_c.jpeg","Candid, ski-touring trip"
